Check NPs,Check V,raw_order,condcode,cond.name,blockindex,Listnum,set,Condition,cond.cloze,good.bad,itemcode#,version,Word1,Word2,Word3,Word4,Word5,Word6,Word7,Word8,Target,Continuation,Target.Freq,Target.Prob,Nresponses,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
-,-,176,4,long.low,4,2,44,long,low,b,43,a,The producer,observed,which,viewers,the,acrobats,from the town,had,watched,practicing their tricks.,1,0.032258065,31,auditioned,awed,awed,bored,displayed their arts,enjoyed the most,entertained,entertained,flipped over,impressed,impressed,impressed,impressed,impressed,impressed,impressed,liked,liked best,liked most,performed for,performed for,performed for,performed for,performed for,pleased,saluted,smiled at,the most excitment,watched,wowed,wowed,#REF!
-,-,177,1,short.high,5,2,45,short,high,g,44,a,The queen,recognized,which,nobleman,the,jester,,had,entertained,for many years.,4,0.133333333,30,affronted,amused,attacked,besmirched,created,entertained,entertained,entertained,entertained,fooled,good dealings with,grabbed,helped,hired,imitated,insulted,joked about,made fun of,mimicked,performed for at the fair,picked,pointed to,pointed to,pranked,preformed for,resembled,ridiculed,slept with,struck,tricked,0,0
-,-,178,2,short.low,5,1,45,short,low,b,44,b,The queen,recognized,which,jester,the,nobleman,,had,entertained,for many years.,0,0,32,been entertained by,called upon ,chosen,chosen,chosen,enjoyed,enjoyed the most,hired,hired,hired,hired,hurt,kicked,kicked,kicked,killed,killed,laughed at,laughed at,liked,mocked,mocked,picked,played for,portrayed,praised,rebuffed,requested,seen,talked to,threatened,wanted for his festival
-,-,179,3,long.high,5,3,45,long,high,g,44,a,The queen,recognized,which,nobleman,the,jester,in the castle,had,entertained,for many years.,9,0.290322581,31,amused ,beheaded,entertained,entertained,entertained,entertained,entertained,entertained,entertained,entertained,entertained,frisked,humiliated,inherited from,joked with,laughed,made fun of,made fun of,made laugh,mocked,mocked,offended,offended,performed for,performed for,ridiculed,saved,talked to,talked with,taunted,the most spirit,#REF!
-,-,180,4,long.low,5,4,45,long,low,b,44,b,The queen,recognized,which,jester,the,nobleman,in the castle,had,entertained,for many years.,0,0,31,barred,beheaded,bribed,called the guards on,chosen,disliked,enjoyed,enjoyed,enjoyed the most,enjoyed the most,fired,hired,hired,hired,hired,hired,hired,hired,knighted,laughed at,laughed at,laughed at,laughed at,laughed at,liked,loved,loved,murdered,picked out,recommended,served,#REF!
-,-,181,1,short.high,1,3,46,short,high,g,44,b,The queen,recognized,which,jester,the,nobleman,,had,enjoyed,during the show.,2,0.0625,32,been entertained by,called upon ,chosen,chosen,chosen,enjoyed,enjoyed the most,hired,hired,hired,hired,hurt,kicked,kicked,kicked,killed,killed,laughed at,laughed at,liked,mocked,mocked,picked,played for,portrayed,praised,rebuffed,requested,seen,talked to,threatened,wanted for his festival
-,-,182,2,short.low,1,4,46,short,low,b,44,a,The queen,recognized,which,nobleman,the,jester,,had,enjoyed,during the show.,0,0,30,affronted,amused,attacked,besmirched,created,entertained,entertained,entertained,entertained,fooled,good dealings with,grabbed,helped,hired,imitated,insulted,joked about,made fun of,mimicked,performed for at the fair,picked,pointed to,pointed to,pranked,preformed for,resembled,ridiculed,slept with,struck,tricked,0,0
-,-,183,3,long.high,1,2,46,long,high,g,44,b,The queen,recognized,which,jester,the,nobleman,in the castle,had,enjoyed,during the show.,4,0.129032258,31,barred,beheaded,bribed,called the guards on,chosen,disliked,enjoyed,enjoyed,enjoyed the most,enjoyed the most,fired,hired,hired,hired,hired,hired,hired,hired,knighted,laughed at,laughed at,laughed at,laughed at,laughed at,liked,loved,loved,murdered,picked out,recommended,served,#REF!
-,-,184,4,long.low,1,1,46,long,low,b,44,a,The queen,recognized,which,nobleman,the,jester,in the castle,had,enjoyed,during the show.,0,0,31,amused ,beheaded,entertained,entertained,entertained,entertained,entertained,entertained,entertained,entertained,entertained,frisked,humiliated,inherited from,joked with,laughed,made fun of,made fun of,made laugh,mocked,mocked,offended,offended,performed for,performed for,ridiculed,saved,talked to,talked with,taunted,the most spirit,#REF!
-,-,185,1,short.high,2,2,47,short,high,g,47,a,The boatman,saw,which,shark,the,diver,,had,speared,just off shore.,5,0.166666667,30,been bitten,encountered,eaten,avoided,been attacked by,sucummbed to,killed.,taken a picture of,been bitten by,speared,harpooned,encountered,speared,swam away from,tried to avoid on his way back to the boat,bit,seen,avoided,narrowly avoided,speared,speared,seen,seen in the cage,swam to,been killed by,speared,killed,spotted,captured,touched,#REF!,#REF!
-,-,186,2,short.low,2,1,47,short,low,b,47,b,The boatman,saw,which,diver,the,shark,,had,speared,just off shore.,0,0,30,attacked,attacked,eaten,eaten,bitten,bitten,attatcked,attacked,eaten,eaten,eaten,attacked,bitten,attacked,eaten,biten,bitten,attacked,devoured,killed,eaten,eaten,eaten,bitten,eaten,bit,encircled,attacked,Bit,bitten,#REF!,#REF!
-,-,187,3,long.high,2,4,47,long,high,g,47,a,The boatman,saw,which,shark,the,diver,near the boat,had,speared,just off shore.,3,0.096774194,31,almost come in contact with,attacked,attracted,attracted,baited,been afraid of,been attacked by,been bitten by,bitten,caught,caught,encountered,escaped from,escaped from,escaped from,fed,gotten away from,harpooned,harpooned,killed,killed,observed,photographed,seen,seen,seen,speared,speared,speared,spotted,swam past,#REF!
-,-,188,4,long.low,2,3,47,long,low,b,47,b,The boatman,saw,which,diver,the,shark,near the boat,had,speared,just off shore.,0,0,31,ate,attacked,attacked,attacked,attacked,attacked,attacked,attacked,attacked,bit,bitten,bitten,bitten,bitten,bitten,bitten,bitten,chased,eaten,eaten,eaten,eaten,eaten,eaten,eaten,eaten,eaten,frightened,hit,mauled,seen,#REF!
-,-,189,1,short.high,3,4,48,short,high,g,47,b,The boatman,saw,which,diver,the,shark,,had,eaten,in the water.,10,0.333333333,30,attacked,attacked,eaten,eaten,bitten,bitten,attatcked,attacked,eaten,eaten,eaten,attacked,bitten,attacked,eaten,biten,bitten,attacked,devoured,killed,eaten,eaten,eaten,bitten,eaten,bit,encircled,attacked,Bit,bitten,#REF!,#REF!
-,-,190,2,short.low,3,3,48,short,low,b,47,a,The boatman,saw,which,shark,the,diver,,had,eaten,in the water.,1,0.033333333,30,been bitten,encountered,eaten,avoided,been attacked by,sucummbed to,killed.,taken a picture of,been bitten by,speared,harpooned,encountered,speared,swam away from,tried to avoid on his way back to the boat,bit,seen,avoided,narrowly avoided,speared,speared,seen,seen in the cage,swam to,been killed by,speared,killed,spotted,captured,touched,#REF!,#REF!
-,-,191,3,long.high,3,2,48,long,high,g,47,b,The boatman,saw,which,diver,the,shark,near the boat,had,eaten,in the water.,9,0.290322581,31,ate,attacked,attacked,attacked,attacked,attacked,attacked,attacked,attacked,bit,bitten,bitten,bitten,bitten,bitten,bitten,bitten,chased,eaten,eaten,eaten,eaten,eaten,eaten,eaten,eaten,eaten,frightened,hit,mauled,seen,#REF!
-,-,192,4,long.low,3,1,48,long,low,b,47,a,The boatman,saw,which,shark,the,diver,near the boat,had,eaten,in the water.,0,0,31,almost come in contact with,attacked,attracted,attracted,baited,been afraid of,been attacked by,been bitten by,bitten,caught,caught,encountered,escaped from,escaped from,escaped from,fed,gotten away from,harpooned,harpooned,killed,killed,observed,photographed,seen,seen,seen,speared,speared,speared,spotted,swam past,#REF!
-,-,193,1,short.high,4,1,49,short,high,g,49,a,The zoo keeper,indicated,which,donkey,the,visitor,,had,fed,grass by hand.,10,0.3125,32,abused,checked,fed,fed,fed,fed,fed,fed,fed,fed,fed,fed,inquired about,kicked,kicked,killed,petted,petted,photographed,photographed,pointed to,rode,rode,seen,seen,seen,seen,seen in the pen,stolen,thrown a rock at,tried to ride,visited
-,-,194,2,short.low,4,2,49,short,low,b,49,b,The zoo keeper,indicated,which,visitor,the,donkey,,had,fed,grass by hand.,0,0,30,attacked,attacked,biten,followed,harassed,kicked,kicked,kicked,kicked,kicked,kicked,kicked,kicked,kicked,kicked,kicked,kicked,kicked,kicked,kicked,kicked,kicked,kicked,kicked,kicked,kicked,licked,looked at,seen,spit at,0,0
-,-,195,3,long.high,4,3,49,long,high,g,49,a,The zoo keeper,indicated,which,donkey,the,visitor,at the exhibit,had,fed,grass by hand.,9,0.290322581,31,been kicked by,died,fed,fed,fed,fed,fed,fed,fed,fed,fed,injured,kicked,liked,liked,pet,pet,petted,petted,petted,photographed,photographed,ridden,ridden,rode,seen,seen,seen,taunted,touched,touched,#REF!
-,-,196,4,long.low,4,4,49,long,low,b,49,b,The zoo keeper,indicated,which,visitor,the,donkey,at the exhibit,had,fed,grass by hand.,0,0,31,become upset with,been kicked by,bitten,brayed at,kicked,kicked,kicked,kicked,kicked,kicked,kicked,kicked,kicked,kicked,kicked,kicked,kicked,kicked,kicked,kicked,kicked,kicked,kicked,kicked,petted,pooped,punched the animals,pushed,run away,survived,trampled,#REF!
-,-,197,1,short.high,5,3,50,short,high,g,49,b,The zoo keeper,indicated,which,visitor,the,donkey,,had,kicked,out of anger.,21,0.7,30,attacked,attacked,biten,followed,harassed,kicked,kicked,kicked,kicked,kicked,kicked,kicked,kicked,kicked,kicked,kicked,kicked,kicked,kicked,kicked,kicked,kicked,kicked,kicked,kicked,kicked,licked,looked at,seen,spit at,0,0
-,-,198,2,short.low,5,4,50,short,low,b,49,a,The zoo keeper,indicated,which,donkey,the,visitor,,had,kicked,out of anger.,2,0.0625,32,abused,checked,fed,fed,fed,fed,fed,fed,fed,fed,fed,fed,inquired about,kicked,kicked,killed,petted,petted,photographed,photographed,pointed to,rode,rode,seen,seen,seen,seen,seen in the pen,stolen,thrown a rock at,tried to ride,visited
-,-,199,3,long.high,5,1,50,long,high,g,49,b,The zoo keeper,indicated,which,visitor,the,donkey,at the exhibit,had,kicked,out of anger.,20,0.64516129,31,become upset with,been kicked by,bitten,brayed at,kicked,kicked,kicked,kicked,kicked,kicked,kicked,kicked,kicked,kicked,kicked,kicked,kicked,kicked,kicked,kicked,kicked,kicked,kicked,kicked,petted,pooped,punched the animals,pushed,run away,survived,trampled,#REF!
-,-,200,4,long.low,5,2,50,long,low,b,49,a,The zoo keeper,indicated,which,donkey,the,visitor,at the exhibit,had,kicked,out of anger.,1,0.032258065,31,been kicked by,died,fed,fed,fed,fed,fed,fed,fed,fed,fed,injured,kicked,liked,liked,pet,pet,petted,petted,petted,photographed,photographed,ridden,ridden,rode,seen,seen,seen,taunted,touched,touched,#REF!
-,-,201,1,short.high,1,1,51,short,high,g,51,a,The parole officer,confirmed,which,delinquent,the,psychologist,,had,treated,several times already.,5,0.166666667,30,been assessing,treated,analyzed,seen,seen,seen,treated,seen,examined,seen that day,scared,evaluated,evaluated,analyzed,reviewed,tried to defend,corrupted,treated,seen,doctored,not helped,studied,seen,counseled.,assassinated,treated,treated,rejected,as a patient,talked to,#REF!,#REF!
-,-,202,2,short.low,1,2,51,short,low,b,51,b,The parole officer,confirmed,which,psychologist,the,delinquent,,had,treated,several times already.,0,0,30,therapy sessions with,troubled,seen for his problems,seen,punched,gone to,met,visited,scarred,visited,interacted with,been examined by,talked to,been sent to,been seeing,visited,made progress.,seen,killed,recommended for treatment,related to the best,consulted,hit,spoken with.,murdered,been in therapy with,seen,talked to,seen,seen,#REF!,#REF!
-,-,203,3,long.high,1,4,51,long,high,g,51,a,The parole officer,confirmed,which,delinquent,the,psychologist,at the institution,had,treated,several times already.,4,0.129032258,31,analyzed,analyzed,been assigned to,been treating,committed,condemned,consult with,counseled,diagnosed,diagnosed,escaped,evaluated,evaluated,evaluated,fleed,given therapy,helped escape,hit,identfied,identified,interviewed,interviewed,met,reprimanded,studied,treated,treated,treated,treated,visited,visited,#REF!
-,-,204,4,long.low,1,3,51,long,low,b,51,b,The parole officer,confirmed,which,psychologist,the,delinquent,at the institution,had,treated,several times already.,0,0,31,assaulted,assaulted,been assigned,been seeing,been treated by,been treated by,chosen,gone crazy,helped,hired,hired,ignored,met with,obsessed over,seen,seen,seen,seen,seen,seen,seen,spoken to,spoken to,spoken with,stabbed,talked to,talked to,tricked,visited,visited,visited,#REF!
-,-,205,1,short.high,2,4,52,short,high,g,51,b,The parole officer,confirmed,which,psychologist,the,delinquent,,had,visited,several times already.,3,0.1,30,therapy sessions with,troubled,seen for his problems,seen,punched,gone to,met,visited,scarred,visited,interacted with,been examined by,talked to,been sent to,been seeing,visited,made progress.,seen,killed,recommended for treatment,related to the best,consulted,hit,spoken with.,murdered,been in therapy with,seen,talked to,seen,seen,#REF!,#REF!
-,-,206,2,short.low,2,3,52,short,low,b,51,a,The parole officer,confirmed,which,delinquent,the,psychologist,,had,visited,several times already.,0,0,30,been assessing,treated,analyzed,seen,seen,seen,treated,seen,examined,seen that day,scared,evaluated,evaluated,analyzed,reviewed,tried to defend,corrupted,treated,seen,doctored,not helped,studied,seen,counseled.,assassinated,treated,treated,rejected,as a patient,talked to,#REF!,#REF!
-,-,207,3,long.high,2,1,52,long,high,g,51,b,The parole officer,confirmed,which,psychologist,the,delinquent,at the institution,had,visited,several times already.,3,0.096774194,31,assaulted,assaulted,been assigned,been seeing,been treated by,been treated by,chosen,gone crazy,helped,hired,hired,ignored,met with,obsessed over,seen,seen,seen,seen,seen,seen,seen,spoken to,spoken to,spoken with,stabbed,talked to,talked to,tricked,visited,visited,visited,#REF!
-,-,208,4,long.low,2,2,52,long,low,b,51,a,The parole officer,confirmed,which,delinquent,the,psychologist,at the institution,had,visited,several times already.,1,0.032258065,31,analyzed,analyzed,been assigned to,been treating,committed,condemned,consult with,counseled,diagnosed,diagnosed,escaped,evaluated,evaluated,evaluated,fleed,given therapy,helped escape,hit,identfied,identified,interviewed,interviewed,met,reprimanded,studied,treated,treated,treated,treated,visited,visited,#REF!
-,-,209,1,short.high,3,2,53,short,high,g,55,a,The pet store manager,knew,which,customer,the,parrot,,had,bitten,on the arm.,6,0.1875,32,attacked,been bought by,been brought home with,been sold to,belonged to ,bitten,bitten,bitten,bitten,bitten,bitten,bought,chosen,died,feared,flown to,hurt,imitated,liked,lived with,named,purchased,recognized,regaled,scratched,snacks,squawked at,taken a liking to,talked to,thrown seeds at,urinated on,violated
-,-,210,2,short.low,3,1,53,short,low,b,55,b,The pet store manager,knew,which,parrot,the,customer,,had,bitten,on the arm.,0,0,30,adopted,been interested in,bought,bought,bought,bought,bought,bought,bought,bought,bought,bought,bought,bought,bought,chosen,chosen,fed,liked,picked,picked,picked,purchased,purchased,purchased,purchased,seen,shown an interest in,wanted,wanted to buy,0,0
-,-,211,3,long.high,3,3,53,long,high,g,55,a,The pet store manager,knew,which,customer,the,parrot,by the cashier,had,bitten,on the arm.,4,0.129032258,31,been purchased by,been talking to,bitten,bitten,bitten,bitten,chosen,come in with,copied,copied,copied,cursed at,fed,frightened,insulted,liked,made smile,mimiced,mimicked,mocked,pecked,pecked,seen,spoken to,spoken to,squawked at,squawked at,taken a liking to,talked to,went home with,whistled at,#REF!
-,-,212,4,long.low,3,4,53,long,low,b,55,b,The pet store manager,knew,which,parrot,the,customer,by the cashier,had,bitten,on the arm.,0,0,31,admired,bought,bought,bought,bought,bought,bought,bought,chosen,fed,looked at,picked out,punched,purchased,purchased,purchased,purchased,purchased,purchased,purchased ,selected,sold,stolen,stolen,talked to,tried to steal,wanted,wanted,wanted,wanted,wanted to buy,#REF!
