mturk,List,Condition,Pair.old,itemcode,Pair,Word1,Word2,Word3,Word4,Word5,Word6,Word7,Target,Continuation,good.bad,Target.Freq.Max,Target.Prop,Target.Freq,Notes,Best,Best.Freq,Best.Prop,Second,Second.Freq,Second.Prop,Third,Third.Freq,Third.Prop,Response1,Response2,Response3,Response4,Response5,Response6,Response7,Response8,Response9,Response10,Response11,Response12,Response13,Response14,Response15,Response16,Response17,Response18,Response19,Response20,Response21,Response22,Response23,Response24,Response25,Response26,Response27,Response28,Response29,Response30,Notes.Colin,Notes.orig,good.if.reversed,Target.Freq.Exact.Spelling.And.Form
2,2,r,115,25,88,the bird watcher,saw,which,hawk,the,photographer,had,attacked,in the woods.,b,7,0,0,,photographed,11,0.366666667,captured,4,0.133333333,tagged,2,0.066666667,photographed,photographed,pursued,shoot,captured,seen,shot,tagged,photographed,tagged,photographed,photographed,identified,photographed,captured,photographed.,photographed,shot,captured,photoed,spied,taken the best photos of,captured in film,featured,photographed,snapped,photographed,seen,photographed,snapped the picture of,,,n,0
2,2,r,156,30,89,the costume designer,confirmed,which,actor,the,barber,had,shaved,for the part.,g,7,0.233333333,7,,shaved,7,0.233333333,styled,3,0.1,trimmed,2,0.066666667,groomed,sheared,shaved,slept with,cut hair for,trimmed,shaved,already gotten to,seen,shaved,attended to,been visted by,met,trimmed,dated,worked for.,suggested,gone to,styled,seen,encountered,shaved,shaved for,styled,shaved,yesterday,styled,shaved,groomed,idolized,,,n,7
2,1,r,156,30,89,the costume designer,confirmed,which,barber,the,actor,had,shaved,for the part.,b,7,0,0,"1/7 shaved = ""shaved for""",used,6,0.2,visited,4,0.133333333,requested,3,0.1,requested for a haircut,used,used,visited,portrayed,gone to,gotten his haircut from,visited,used,requested fix his hair.,hired,used.,hired,seen.,chosen,visited,used,beaten up,berated,used,gone to,requested,been going to,picked,talked to yesterday,gone to,portrayed,visited,cut his hair,hired to cut his hair,,,n,0
2,1,r,230,58,90,The Indian king,identified,which,prince,the,elephant,had,trampled,during the long journey.,g,7,0.233333333,7,"can't use ""ridden"" because someone used it for the wrong one",trampled,7,0.233333333,carried,4,0.133333333,crushed,3,0.1,viciously attacked,trampled,carried,stepped on,squashed,been ridden by,urinated upon,ridden,picked,trampled.,crushed,befriended.,carried,trampled.,trampled,chosen,sneezed on,stomped to death,trampled,bought,crushed,carried,chosen,crushed,trampled,trampled,smashed,attacked,on his back,carried,,,n,7
2,2,r,230,58,90,The Indian king,identified,which,elephant,the,prince,had,trampled,during the long journey.,b,7,0,0,,ridden,12,0.4,rode,3,0.1,purchased,3,0.1,ridden,rode,tamed,wanted,purchased,ridden,ridden,ridden,given,ridden,ridden,ridden on,owned,rode,rode,been gifted.,been given,ridden,liked,ridden,chosen,ridden,captured,purchased,ridden,ridden,hunted,chosen,bought,purchased,,,n,0
2,2,r,231,54,91,the investigator,discovered,which,couple,the,abductor,had,taken,during their vacation.,g,7,0.233333333,7,,taken,7,0.233333333,targeted,4,0.133333333,kidnapped,3,0.1,kidnapped,targeted,chosen,hunted,abducted,targeted,taken,blackmailed,taken,deceived,targeted,taken,taken,captured,conned,kidnapped.,stalked,taken,targeted,taken,attacked,hurt,recognized,victimized,captured,kidnapped,stolen,taken,wronged,given tickets to,,,n,7
2,1,r,231,54,91,the investigator,discovered,which,abductor,the,couple,had,taken,during their vacation.,b,7,0,0,,identified,5,0.166666667,been,5,0.166666667,encountered,4,0.133333333,thought took their daughter,paid,identified,been kidnapped by,identified,been kidnapped by,chosen from the lineup,been kidnaped by,described,picked out of the line-up.,encountered,identified.,encountered,hidden from.,paid,encountered,been friends with,encountered ,served breakfast to yesterday morning,known,been caught by,feared,correctly identified,identified,remembered,identified,seen,seen,hired,recieved a note from,,,n,0
1,4,r,153,,92,the jail keeper,forgot,which,guard,the,prisoner,had,attacked,in his cell.,g,7,0.233333333,7,,attacked,7,0.233333333,been,3,0.1,assaulted,2,0.066666667,attacked,attacked,beaten,thanked,attacked,robbed,bribed,been served food by,attacked,fooled,attacked,spoken to,shanked,stabbed,attacked,escaped,tied up,shouted at,assaulted,yelled at,been abused by,befriended,been afraid of,issues with,assaulted ,fought with,attacked,hit,discussed,accused,meh,meh,n,7
1,3,r,153,,92,the jail keeper,forgot,which,prisoner,the,guard,had,attacked,in his cell.,b,7,0,0,not bad enough?,beaten,3,0.1,escorted,2,0.066666667,fed,2,0.066666667,wanted locked in solitary confinement,isolated,reprimanded,released,fed,beaten,escorted,on a suicide watch,abused,punished,taken,escorted,let escape,beaten,made trustee,hit,beaten,locked up,let go,assaulted,captured,kicked,locked up,helped escape,warned him of,to watch over,fed,key,Punched,said was a troublemaker,"good; is 'jail keeper' two words: 'prison guard'? Yes, jail keeper is two words.",,n,0
2,2,r,232,57,93,the sailor,saw,which,whale,the,man,had,harpooned,on the starboard side.,g,7,0.233333333,7,,harpooned,7,0.233333333,speared,4,0.133333333,spotted,3,0.1,harpooned,speared,eaten,spotted,harpooned,poached,harpooned,stabbed,hunted,spoken of,harpooned,talked about,spotted,harpooned,killed,swallowed.,captured,killed,spotted,harpooned,pointed out,stabbed,speared,identified ,found,harpooned,killed,speared,slain,speared,,,n,7
2,1,r,232,57,93,the sailor,saw,which,man,the,whale,had,harpooned,on the starboard side.,b,7,0,0,,swallowed,7,0.233333333,eaten,7,0.233333333,attacked,6,0.2,come up to,killed,saved,swallowed,killed,swallowed,swallowed whole,swallowed,attacked,eaten.,attacked,appeared to.,swallowed,attacked.,swallowed,eaten,attacked,swallowed ,splashed while on the boat,drowned,killed,attacked,bitten,eaten,eaten,followed,eaten,eaten,eaten,attacked,,,n,0
2,1,r,203,37,94,the sheriff,recalled,which,locals,the,gangsters,had,robbed,in a dark alleyway.,g,7,0.233333333,7,"or flip and use ""feared""",robbed,7,0.233333333,killed,3,0.1,attacked,3,0.1,terrorized,killed,attacked,blackmailed,shot at,terrorized,mugged,robbed,robbed,threatened.,robbed,shot.,robbed,killed.,bothered,attacked,beat,slaughtered,targeted with their threats,killed,bribed,attacked,robbed,robbed,been arrested,robbed,ran off,seen,beaten,molested,,,n,7
2,2,r,203,37,94,the sheriff,recalled,which,gangsters,the,locals,had,robbed,in a dark alleyway.,b,7,0,0,,feared,4,0.133333333,been,4,0.133333333,seen,3,0.1,caught,complained,feared,accused,beaten up,killed,supported,outed,feared,reported witnessing,ratted out,been scared of,witnessed,fingered,killed,reffered to.,summoned,arrested,been calling about,scared,seen,feared,been afraid of,reported,arrested,seen,seen,recognized,feared,been traumatized by,,,n,0
2,1,r,233,53,95,the undead king,recognized,which,woman,the,zombie,had,bitten,during the fight.,g,7,0.233333333,7,,eaten,7,0.233333333,bitten,7,0.233333333,attacked,3,0.1,attacked,eaten,bitten,wanted to eat,eaten,bitten,feasted upon,bitten,transformed from,captured.,killed,attacked.,inhabited,stalked.,bitten,eaten,attacked,eaten,taken for his bride,bitten,eaten,triedÂ Â to consume,tried to eat,betrayed,bitten,eaten,eaten,bitten,inhabited,taken,,,n,7
2,2,r,233,53,95,the undead king,recognized,which,zombie,the,woman,had,bitten,during the fight.,b,7,0,0,,killed,8,0.266666667,loved,4,0.133333333,been,3,0.1,killed,loved,seduced,persued,portrayed,eaten,killed,beaten,shot,become,killed,killed,killed,escaped,killed,slain.,been biten by,loved,mentioned,fled,been killed by,touched,been eaten by,run from,killed,turned ino,loved,loved,killed,fell in love with,,,n,0
1,4,r,219,,96,Tonia,explained,which,housewife,the,conman,had,swindled,over the phone.,g,7,0.233333333,7,swindled(6) + swindeled(1),conned,7,0.233333333,swindled,6,0.2,fooled,3,0.1,cheated,conned,swindled,exploited,swindled,took sympathy on,tricked,deceived with his ploy,swindeled,fooled,married,swindled,conned,bribed,conned and swindled,duped,conned,deceived,swindled,seduced,fooled,swindled,cheated,fooled,been captured by,swindled,bilked,conned,conned,conned,good,,n,6
1,3,r,219,,96,Tonia,explained,which,conman,the,housewife,had,swindled,over the phone.,b,7,0,0,,been,11,0.366666667,hired,2,0.066666667,killed,2,0.066666667,given all of her money to,bedded,outsmarted,been swindled by,been married to,conned,kicked,outwitted,been swindled by,targeted,been duped by,been swindled by,seen,seen,killed,believed,hired,been swindled by,fallen prey to,been swindled by,killed,beaten,been married to,reported to the police.,been conned by,hired,dealt with,been scammed by,Met,been duped by,,,n,0
1,4,r,119,,97,the broadcaster,explained,which,contestant,the,judge,had,disqualified,from the show.,g,6,0.2,6,,chosen,6,0.2,disqualified,6,0.2,picked,2,0.066666667,chosen,selected,disqualified,disqualified,allowed to move on,rated highest,liked.,chosen for the prize,voted for,praised,eliminated,rated the highest,chosen,prefered,given a good score to,watched,ejected,disqualified,disqualified,sentenced,picked,disqualified,ruled as wrong,picked,disqualified ,chosen,rigged,scorned,chosen,chosen,good,,n,6
1,3,r,119,,97,the broadcaster,explained,which,judge,the,contestant,had,disqualified,from the show.,b,6,0,0,,liked,4,0.133333333,chosen,2,0.066666667,surprised,2,0.066666667,to impress the most in the talent portion of the competition,seduced,chosen,paid off,argued with,chosen,liked,selected as a mentor,amused,disappointed,convinced,appealed to,liked,disliked,won over,liked,insulted,wooed over,run afoul of,surprised,punched,favored,bribed,impressed,liked,to answer to,surprised,tried to bribe,Talked to,for their trial,,,n,0
1,1,r,122,,98,the campaign volunteer,speculated,which,mayor,the,voters,had,elected,by a landslide.,g,6,0.2,6,,chosen,11,0.366666667,elected,6,0.2,voted,3,0.1,chosen,chosen,elected,chosen,chosen,voted for,chosen,chosen,chose,voted for,disliked,really liked,elected,chosen,elected,appreciation for,impaled,chosen,voted for,chosen,impeached,chosen,elected,spurned.,the most confidence in,elected,elected,selected,chosen,been had by,good,,n,6
1,2,r,122,,98,the campaign volunteer,speculated,which,voters,the,mayor,had,elected,by a landslide.,b,6,0,0,,bribed,3,0.107142857,targeted,3,0.107142857,paid,2,0.071428571,communicated with,picked,given a speech to,gained,persuaded,worked for,targeted,bribed,retained,bribed,targeted,lied to,won,paid off,already won,remaining,bought.,courted,accumulated,targeted his campaign to,bribed,influenced,beseeched,acquired.,paid,been bribing,met.,wooed,asked for support,bribed,,,n,0
1,2,r,137,,99,the family counselor,understood,which,daughter,the,stepparent,had,abused,on a daily basis.,g,6,0.2,6,,abused,5,0.178571429,beaten,2,0.071428571,been,2,0.071428571,issues with,cared for,scolded,punished,chosen,abused,raised,adopted,been kindly to,abused,disliked the most,been disciplined by,favored,disowned,abused,to take care of,yelled at.,abused,beaten,on punishment,fondness for,chosen,abused,liked.,beaten,spanked,hated,yelled at,abused,complained about,"another 2 ""beaten""","another 2 ""beaten""",n,6
1,1,r,137,,99,the family counselor,understood,which,stepparent,the,daughter,had,abused,on a daily basis.,b,6,0,0,,disliked,6,0.2,liked,3,0.1,an,2,0.066666667,been abused by,mistrusted,disliked,an arguement with,loved,disliked,disliked,complained about,liked,resented,hit,hatred for,disliked,disliked,threatened,liked being with,flogged,an issue with,problems with,loved,hated,sex,argued with,preferred to live with.,disagreements with,dissappointed,disliked,a bad relationship with,liked,meant,ok,,n,0
2,2,r,164,32,100,the newscaster,confirmed,which,fugitive,the,policeman,had,arrested,following the robbery.,g,6,0.2,6,,captured,8,0.266666667,caught,6,0.2,arrested,6,0.2,lost,captured,arrested,hunted,chased,found,captured,apprehended,captured,detained,apprehended,arrested,captured,captured,captured,apprehended.,caught,arrested,arrested,caught,caught,caught,been trying to arrest for years,shot,captured,captured,caught,arrested,arrested,caught,,,n,6
2,1,r,164,32,100,the newscaster,confirmed,which,policeman,the,fugitive,had,arrested,following the robbery.,b,6,0,0,,shot,9,0.3,killed,3,0.1,evaded,3,0.1,tried to shoot,killed,evaded,alluded,chased,shot,shot down,escaped from,shot,shot.,assaulted,mortally wounded.,hostage,shot at.,evaded,assaulted,been beaten by,shot to death,been apprehended by,evaded,killed,shot,killed,captured,stabbed,injured,shot,attacked,shot,had eluded,,,n,0
2,1,r,170,34,101,the opera composer,revealed,which,pirate,the,singer,had,portrayed,with the greatest finesse.,g,6,0.2,6,,portrayed,6,0.2,played,5,0.166666667,chosen,4,0.133333333,an affair with,played,shot,imitated,imitated,secretly loved,portrayed,played,sang,agreed to be in his upcoming production.,mentioned,played.,portrayed,portrayed.,emulated,seduced,chosen,portrayed,once dated,impersonated,played,chosen,chosen to play,played,chosen,portrayed,lusted after,portrayed,married,sang to,,,n,6
2,2,r,170,34,101,the opera composer,revealed,which,singer,the,pirate,had,portrayed,with the greatest finesse.,b,6,0,0,,murdered,2,0.066666667,killed,2,0.066666667,kidnapped,2,0.066666667,enjoyed,abducted,embraced,slept with,went ashore for,captured,imitated,masqueraded as,kidnapped,murdered,murdered,stolen music from,seized,emulated,married,killed.,sang for,killed,raped,kidnapped,robbed,chosen,fell in love with,offended,liked,been,adored ,heard,loved,been played by,,,n,0
1,1,r,187,,102,the prison warden,guessed,which,jailer,the,inmate,had,stabbed,with a knife.,g,6,0.2,6,,stabbed,6,0.2,shanked,4,0.133333333,beaten,2,0.066666667,stabbed,accused,shanked,bitten,stabbed,beat,hated,beaten,attacked,stabbed,banged,befriended,stabbed,despised,cut,confided in,sex with,befriended,assaulted,hurt,beaten up by,abused,shanked,bribed.,shanked,stabbed,tricked,a friendship with,stabbed,shanked,good,,n,6
1,2,r,187,,102,the prison warden,guessed,which,inmate,the,jailer,had,stabbed,with a knife.,b,6,0,0,,beaten,7,0.25,been,3,0.107142857,punished,2,0.071428571,problems with,beaten,beaten,captured,beaten,picked on,punished,punished,fancied,beaten,been abusing,electrocuted,fed,beaten,been giving extra food to,bought out,blackmailed.,beaten,offended,beaten,sex with,released,abused,befriended.,mocked,been speaking about,hit,frisked,taken aside,fought with,,,n,0
1,1,r,188,,103,the producer,observed,which,viewers,the,acrobats,had,impressed,with their tricks.,g,6,0.2,6,,impressed,6,0.2,been,2,0.066666667,entertained,2,0.066666667,picked out,thrilled,entertained,performed for,entertained,amazed,engaged,preformed for,seen,hurt,enjoyed,gained the attention of,entranced,pleased,impressed,watching them,acted upon,met with,been performing for,impressed,frightened,performed,seen,impressed.,been demonstrating to,impressed,impressed,impressed,watching,fallen,"liked' is a bit too general, making the bad condition too plausible",,n,6
1,2,r,188,,103,the producer,observed,which,acrobats,the,viewers,had,impressed,with their tricks.,b,6,0,0,,liked,8,0.285714286,watched,4,0.142857143,seen,3,0.107142857,liked most,noticed,liked most,observed,applauded,liked best,noticed,seen,watched,watched,paid to most attention to,enjoyed the most,clapped,most enjoyed,liked the most,watched,been entranced by.,watched,seen,took pictures of,admired most,liked,liked,liked the most.,liked,thrown peanuts at,seen,enjoyed,liked the best,liked,"is it okay to use ""liked""??","is it okay to use ""liked""??",n,0
1,3,r,189,,104,the queen,recognized,which,nobleman,the,comedian,had,entertained,with his jokes.,g,6,0.2,6,"entertained can also mean ""hosted""É",entertained,6,0.2,mocked,3,0.1,ridiculed,3,0.1,ridiculed,offended,dazzled,insulted,entertained,jestered,entertained,mocked in his stand-up routine,ridiculed,lampooned,admired,offended,entertained,humiliated,performed for,amused,disgraced,mocked,made fun of,insulted,called out,made to laugh,been looking for,entertained,entertained,mocked,entertained,ridiculed,Portrayed,joked about,good,,n,6
1,4,r,189,,104,the queen,recognized,which,comedian,the,nobleman,had,entertained,with his jokes.,b,6,0,0,not bad enough?,liked,4,0.133333333,enjoyed,3,0.1,hired,3,0.1,been referring to,liked,disliked,beheaded,selected to perform,preferred,fired,lauged at the most,enjoyed,liked best,abhorred,laughed at most,embarassed,thought was funny,offended,liked,hired,disliked,chosen,employed,chosen to entertain,executed,thought was funny,banished from the castle,really appreciated ,enjoyed,hired,liked,hired,enjoyed,,,n,0
1,1,r,192,,105,the reporter,inquired,which,animals,the,groomer,had,cleaned,with special shampoo.,g,6,0.2,6,,groomed,10,0.333333333,cleaned,6,0.2,bathed,4,0.133333333,groomed,groomed,handled,groomed,cleaned,groomed ,bathed,shaved,brushed,groomed,brushed,taken care of,cleaned,bathed,bathed,bathed,groomed,attended to,worked on,cleaned,gussied up ,cleaned,groomed,groomed.,been groomed by,cleaned,cleaned,groomed,serviced,groomed,okay to use verb that is more directly primed by morphology??,okay to use verb that is more directly primed by morphology??,n,6
1,2,r,192,,105,the reporter,inquired,which,groomer,the,animals,had,cleaned,with special shampoo.,b,6,0,0,,been,9,0.321428571,bitten,2,0.071428571,eaten,2,0.071428571,been groomed by,stayed with,responded the best to,visited,seen,eaten,humped,visited,eaten,been to,a pleasant time with,been cleaned by,saved,been to,favored,been taken to,been to,liked,groomed,clawed,bitten,been taken to,seen,been seen by.,bitten,injured,been cleaned by yesterday,used,bitten,seen,seems fine,,n,0
2,1,r,102,23,106,The ape researcher,identified,which,chimpanzee,the,poacher,had,shot,in the jungle.,g,5,0.166666667,5,,killed,10,0.333333333,shot,5,0.166666667,trapped,2,0.066666667,took,used,attacked,skinned,shot at,killed,illegally killed,shot,shot,killed.,hurt,killed.,trapped,shot.,stolen,killed,killed,blown away,tried to capture,shot,killed,killed,captured,killed,killed,caught,struck,killed,caught,trapped,,,n,5
2,2,r,102,23,106,The ape researcher,identified,which,poacher,the,chimpanzee,had,shot,in the jungle.,b,5,0,0,,been,6,0.2,attacked,5,0.166666667,fought,2,0.066666667,attacked,fought,ambushed,attacked,pointed out,beaten,bitten,bitten,attacked,escaped,been caught by,attacked,eluded,eluded,attacked,been taken by.,maulled,run from,been scared of,chased,seen,mauled,been killed and skinned by,bit,fought,been taken from,trusted,punched,fallen to,been shot by,,,n,0
1,4,r,117,,107,the boatman,saw,which,shark,the,diver,had,speared,just off the shore.,g,5,0.166666667,5,,speared,5,0.166666667,been,4,0.133333333,seen,3,0.1,been bitten,encountered,eaten,avoided,been attacked by,sucummbed to,killed.,taken a picture of,been bitten by,speared,harpooned,encountered,speared,swam away from,tried to avoid on his way back to the boat,bit,seen,avoided,narrowly avoided,speared,speared,seen,seen in the cage,swam to,been killed by,speared,killed,spotted,captured,touched,good,,n,5
1,3,r,117,,107,the boatman,saw,which,diver,the,shark,had,speared,just off the shore.,b,5,0,0,"would use bitten(real cloze of 9) except that ""bit"" was used once in the other sentence :(",eaten,10,0.333333333,attacked,7,0.233333333,bitten,6,0.2,attacked,attacked,eaten,eaten,bitten,bitten,attatcked,attacked,eaten,eaten,eaten,attacked,bitten,attacked,eaten,biten,bitten,attacked,devoured,killed,eaten,eaten,eaten,bitten,eaten,bit,encircled,attacked,Bit,bitten,,,n,0
2,2,r,124,26,108,the committee member,guessed,which,advisors,the,president,had,appointed,to the Cabinet.,g,5,0.166666667,5,,appointed,5,0.166666667,fired,3,0.1,chosen,3,0.1,appointed,chosen,summoned,used,slept with,chosen,hired,spoken to,listened to,sworn to secrecy,selected,talked to,appointed,fired,added,selected.,invited,fired,dismissed,rejected,appointed,scolded,appointed,chosen,appointed,consulted,consulted ,trusted,fired,rejected,,,n,5
2,1,r,124,26,108,the committee member,guessed,which,president,the,advisors,had,appointed,to the Cabinet.,b,5,0,0,,chosen,5,0.166666667,advised,4,0.133333333,voted,3,0.1,tried to impeach,admired,slandered,supported,elected,voted for,spoken against,worked for,advised,enjoyed working with.,voted,referenced.,chosen,preferred.,liked,advised,chosen,chosen,wanted to run for re-election,advised,advised,preferred,voted for,chosen,chosen,supported,had lunch with,served,recommended,been talking to,,,n,0
1,1,r,138,,109,the farmer,indicated,which,donkey,the,townsperson,had,bought,in the neighboring village.,g,5,0.166666667,5,,bought,5,0.166666667,stolen,5,0.166666667,ridden,4,0.133333333,spooked,stolen,ridden,rode,ridden,stole,bought,ridden,bought,raped,hit,stolen,rode out of town on,seen,sold,bought,mounted,sold,ridden on,bought,sacrifised ,stolen,chased,purchased.,sold,located,stolen,stolen,bought,killed,"or ""bought""","or ""bought""",n,5
1,2,r,138,,109,the farmer,indicated,which,townsperson,the,donkey,had,bought,in the neighboring village.,b,5,0,0,,kicked,14,0.5,attacked,1,0.035714286,avoided,1,0.035714286,kicked,carried,bitten,spit on,served,helped out,kicked,saddled,given a ride to,kicked,avoided,kicked,kicked,been bought by,kicked in the face,bucked,attacked.,bit,kicked,kicked,kicked in the rear end,kicked,kicked,lived with.,kicked,kicked,injured,kicked,been led by,been sold to,I like 'bought',,n,0
1,4,r,160,,110,the military man,knew,which,soldiers,the,general,had,promoted,after their tour.,g,5,0.166666667,5,,promoted,5,0.166666667,favored,2,0.066666667,assigned,1,0.033333333,in favor,favored,promoted,deployed,sent to battle,held in high esteem,promoted,assigned to the task,promoted,spoken to,reprobated,rewarded,beaten,favored,promoted from within,trained,selected,chosen,written off,jailed,demoted,promoted,saluted,met,congratulated,commanded,massed,liked,commended,decorated,good; but can we have something less generic than 'military man'?,,n,5
1,3,r,160,,110,the military man,knew,which,general,the,soldiers,had,promoted,after their tour.,b,5,0,0,,followed,4,0.133333333,respected,3,0.1,served,3,0.1,complained about,followed,respected,loyalty to,followed,saluted,acknowledged,overthrown,rallied behind,referred to,respected,served under,followed,ignored,liked the best,dispised,respected,the most respect for,betrayed,admired,shot,in command,served under,disobeyed,spoken highly of,reported to,killed,followed,Served,the most respect for,,,n,0
1,1,r,174,,111,the parole officer,confirmed,which,delinquent,the,psychologist,had,treated,several times already.,g,5,0.166666667,5,,seen,7,0.233333333,treated,5,0.166666667,analyzed,2,0.066666667,been assessing,treated,analyzed,seen,seen,seen,treated,seen,examined,seen that day,scared,evaluated,evaluated,analyzed,reviewed,tried to defend,corrupted,treated,seen,doctored,not helped,studied,seen,counseled.,assassinated,treated,treated,rejected,as a patient,talked to,treated?,,n,5
1,2,r,174,,111,the parole officer,confirmed,which,psychologist,the,delinquent,had,treated,several times already.,b,5,0,0,,been,4,0.142857143,seen,4,0.142857143,visited,3,0.107142857,therapy sessions with,troubled,seen for his problems,seen,punched,gone to,met,visited,scarred,visited,interacted with,been examined by,talked to,been sent to,been seeing,visited,made progress.,seen,killed,recommended for treatment,related to the best,consulted,hit,spoken with.,murdered,been in therapy with,seen,talked to,seen,seen,,,n,0
1,3,r,182,,112,the policeman,knew,which,suspect,the,detective,had,arrested,for the recent crime.,g,5,0.166666667,5,,arrested,5,0.166666667,questioned,3,0.1,suspected,3,0.1,questioned about the robbery,questioned,arrested,investigated,arrested,followed,questioned,arrested,accosted,caught,arrested,identified,discovered,spoken,narrowed down,eliminted,protected,followed,arrested,spoken to,caught,suspected,collared,interrogated,bias towards,suspected of the crime,in mind,suspected,Left,singled out,or questioned,or questioned,n,5
1,4,r,182,,112,the policeman,knew,which,detective,the,suspect,had,arrested,for the recent crime.,b,5,0,0,,been,4,0.133333333,feared,4,0.133333333,fled,2,0.066666667,in mind,been questioned by,confessed to,feared,avoided detection by,dodged,feared,been investigating,been seen by last week,run from,fled,spoken to,robbed,suspected,tried to bribe to avoid being arrested,interrogated,escaped from,feared,spoken with,lied to,run away from,called,given his alibi to,lied to,been interviewed by,feared,fled,shot,baffled,murdered,good; arrested is more clearly non-reversible,,n,0
1,2,r,185,,113,the priest,knew,which,demon,the,exorcist,had,expelled,with a cross.,g,5,0.166666667,5,,exorcised,8,0.285714286,expelled,4,0.142857143,gotten,3,0.107142857,exorcised,vanquished,gotten rid of,gotten rid of,banished,spurned,expelled,exorcised,expelled,cast out,driven out,driven out,excised,exorcised ,cast out,exorcised,released.,expelled,exorcised,witnessed,exorcised,not cast out,exorcised,gotten rid of.,excised,expelled,cleansed,exorcised,eliminated,expelled,,,n,5
1,1,r,185,,113,the priest,knew,which,exorcist,the,demon,had,expelled,with a cross.,b,5,0,0,,been,2,0.066666667,avoided,1,0.033333333,called,1,0.033333333,taken control of,been expelled by,met,harrassed,puked on,run from,possessed,scared off,fought,resistance to,ignored,been relinquished ,chosen,defeated,threatened,called for,infiltrated,responded to,listened to,haunted,vomited on,avoided,eluded,summoned.,seduced,escaped,feared,thrown out of a window,coming,exorcised,,,n,0
1,2,r,103,,114,Jack,observed,which,passenger,the,conductor,had,removed,from the train.,g,4,0.133333333,4,,removed,4,0.142857143,kicked,3,0.107142857,asked,1,0.035714286,helped,taken,given a scolding to,kicked off the train,chosen,kicked off,met,directed,ousted,thrown off the train,shouted at,asked to refrain from smoking,removed,spoken to.,kicked off for not having a ticket,rewarded,removed.,greeted,scorned,issued a refund to,chastised,removed,seated,checked.,removed,booted off the train,saved.,ticketed,kicked off,thrown out,good,,n,4
1,1,r,103,,114,Jack,observed,which,conductor,the,passenger,had,removed,from the train.,b,4,0,0,,talked,4,0.133333333,spoken,2,0.066666667,a,1,0.033333333,tripped,escaped,ridiculed,talked with,paid,talked to,seen,talked to,ridden with,given the slip,avoided,a conversation with,argued with,questioned,rode with,screamed at,observed,interviewed,been annoyed with,evaded,spoken to,tickets,spoken to,tipped.,gave his ticket to,conferred with,talked to,chosen,slapped,liked,,,n,0
1,1,r,106,,115,Teresa,knew,which,neighbor,the,parrot,had,bitten,at the block party.,g,4,0.133333333,4,,bitten,4,0.133333333,flown,3,0.1,mimicked,3,0.1,belonged to,mimiced,copied,bitten,seen,terrorized,annoyed,flown to,flown from,come from,bitten,bought,mimicked,irritated,bitten,attacked,parroted,bitten,been mocking,screamed at,spoken to,hated,mimicked,bothered.,flown away from,mimicked,belonged to,moved in with,attacked,talked for,good,,n,4
1,2,r,106,,115,Teresa,knew,which,parrot,the,neighbor,had,bitten,at the block party.,b,4,0,0,,bought,11,0.392857143,taught,2,0.071428571,trained,2,0.071428571,sold,released,taught to speak English,heard,bought,bought,mimicked,talked,bought,bought,bought,disliked,bought,bought,purchased,bought,seen.,bought,bought,let free,trained,trained,freed,as a pet.,caged,taught cuss words to,thanked,bought,in a cage,bought,,,n,0
1,4,r,111,,116,the art critic,identified,which,model,the,artist,had,drawn,in the studio.,g,4,0.133333333,4,,painted,11,0.366666667,used,5,0.166666667,drawn,4,0.133333333,been drawing,painted,done sketches of,paid,painted,brushed out,painted,used for his most recent piece,used for his painting,drawn,drawn,as his inspiration,painted,drawn,used for his portraits,painted,painted,painted,sculpted,drawn,painted,sculpted,previously used,posed for,replicated,painted,used,painted,used,painted,good,,n,4
1,3,r,111,,116,the art critic,identified,which,artist,the,model,had,drawn,in the studio.,b,4,0,0,,posed,12,0.4,inspired,2,0.066666667,painted,2,0.066666667,posed nude for,loved,posed for,posed for,posed for,inspired,portrayed,posed for ,modeled for,posed for,posed the best,copied,painted,inspired,done work for,liked,emulated,posed for,posed for,slept with,picked,painted,known,posed for,been modeled after,sat for,posed,worked for,Portrayed,posed for,"also had two people put ""painted""; CP - 'painted' might be better?","also had two people put ""painted""",n,0
2,2,r,101,22,117,The cotton farmer,wondered,which,master,the,slave,had,escaped,by running through the woods.,g,4,0.133333333,4,,killed,4,0.133333333,escaped,4,0.133333333,run,3,0.1,attacked,served,fled,worked for,sold to,killed,killed,run from,run away from,escaped from,belonged to,escaped from,fled,escaped,betrayed,belonged to.,worked for,run from,disrespected,killed,escaped from,hated,killed,belonged to,mentioned,been under,previously,ran,hated,offended,,,n,4
2,1,r,101,22,117,The cotton farmer,wondered,which,slave,the,master,had,escaped,by running through the woods.,b,4,0,0,,beaten,8,0.266666667,whipped,6,0.2,punished,3,0.1,abused,whipped,beaten,praised,obeyed,granted freedom to,whipped,whipped,freed,wanted him to sell.Â Â ,beaten,locked up.,paid,beaten.,promoted,punished,punished,whipped,complimented,beaten,beaten,beaten,hit,beaten,whipped,punished,beaten,whipped,sold,sold,,,n,0
1,4,r,139,,118,the farmhand,recorded,which,goats,the,breeder,had,sold,at the market.,g,4,0.133333333,4,,bred,6,0.2,sold,4,0.133333333,inseminated,2,0.066666667,been breeding,bred,sold,branded,gotten pregnant,favored,picked,said were the best,sold,penned,eaten,inseminated,milked,mated,used for his farm,bred,bred,bred,inseminated  ,weaned,bred,taken,sold,milked,selected for the county fair,chosen,sold,fed,bred,preferred,good,,n,4
