condcode,cond.name,blockindex,Listnum,set,Condition,cond.cloze,good.bad,itemcode#,version,Word1,Word2,Word3,Word4,Word5,Word6,Word7,Target,Continuation,Target.Freq,Target.Prob,Nresponses,Response1,Response2,Response3,Response4,Response5,Response6,Response7,Response8,Response9,Response10,Response11,Response12,Response13,Response14,Response15,Response16,Response17,Response18,Response19,Response20,Response21,Response22,Response23,Response24,Response25,Response26,Response27,Response28,Response29,Response30,Response31,Response32,Response33,Response34
2,old.low,3,1,93,old,low,b,52,b,The monk,recalled,which,cardinal,the,priest,had,forgiven,during the morning mass.,0,0,32,admired,banged,blessed,broken,consulted,emulated,excommunicated,followed,honored,lied to,liked the most,lived with,loved,met with,met with,met with,molested,ordained,ordained,praised,prayed for,prayed with,promoted,relocated,reported,selected,sought advice from,summoned,summoned,suspended,told him to talk to,worked with,,
3,new.high,3,3,93,new,high,g,52,c,The cardinal,recalled,which,sinner,the,priest,had,forgiven,during the morning mass.,8,0.266666667,30,absolved,berated,blessed,blessed,blessed,condemned. ,counselled,counselled ,forgave,forgiven,forgiven,forgiven,forgiven,forgiven,forgiven,forgiven ,gave absolution to,heard confession from,helped,helped,pardoned,pardoned,prayed for,prayed with,prayed with,reprimanded,shriven,spoken with,taken confession from,talked to,,,,
4,new.low,3,4,93,new,low,b,52,d,The sinner,recalled,which,cardinal,the,priest,had,forgiven,during the morning mass.,0,0,31,absolved,an issue with,asked for counsel,assigned to help him,been drinking,called upon,chosen,consulted,consulted with,done,emulated,excommunicated,favorited,forgiven him,hated,heard confession,held out as virtuous,helped,looked up to,mentioned,mentioned,praised,prayed with,recommended ,recommended to see,saved,served under,spoken about,spoken to,suggested,talked highly of,,,
1,old.high,4,4,94,old,high,g,53,a,The movie buff,speculated,which,actor,the,stuntman,had,replaced,in the movie shot.,8,0.25,32,appropriated,been,copied,doubled,doubled,doubled,doubled,doubled as,doubled for,doubled for,filled in for,hit,performed for,played,played,portayed,portrayed,portrayed,replaced,replaced,replaced,replaced,replaced,replaced in the scenes,represented,stood in for,stunted for,used,worked for,worked for,worked with,worked with,,
2,old.low,4,3,94,old,low,b,53,b,The movie buff,speculated,which,director,the,stuntman,had,replaced,in the movie shot.,0,0,30,argued with,argued with,asked,asked for a job,been talking about,chosen,dated,hated,hated,hired,impressed,liked,partnered with,pissed off,praised,questioned,sued,worked for,worked for,worked for,worked for,worked for,worked for,worked for,worked with,worked with,worked with,worked with,worked with,worked with. ,,,,
3,new.high,4,1,94,new,high,g,53,c,The director,speculated,which,actor,the,stuntman,had,replaced,in the movie shot.,8,0.258064516,31,been hired to replace,been paired with,done stunts for,doubled for,doubled for,emulated,fallen,filled in for,harassed,helped,imitated,imitated,impersonated,injured,portrayed,portrayed,replaced,replaced,replaced,replaced,resembled,seen,stood in for,substituted for,the best stunts,used,worked for,worked for,worked for in the new movie,worked with,worked with,,,
4,new.low,4,2,94,new,low,b,53,d,The actor,speculated,which,director,the,stuntman,had,replaced,in the movie shot.,0,0,30,been working with,chosen,dated,impressed,infuriated,insulted ,jumped,known,liked,performed for,picked,preferred to work with,previously worked with,punched,referred to,requested,requested ,scorned,seen,to take orders from,used,worked for,worked for,worked for,worked for,worked for,worked under,worked with before,worked with before,worked with on his last movie,,,,
1,old.high,5,2,95,old,high,g,55,b,The police woman,recognized,which,lieutenant,the,officer,had,promoted,to a higher rank.,3,0.1,30,a fight with,an arguement with,arrested,awarded,befriended,befriended ,chastised,cited,disobeyed,hired,hit,indicated,made the arrest,pissed off,praised,promoted,promoted,promoted,pulled her over,quoted,reported to,saluted,saved,saved,scolded,served under,spoken to,suggested she speak to,worked under,worked under,,,,
2,old.low,5,1,95,old,low,b,55,a,The police woman,recognized,which,thief,the,officer,had,promoted,to a higher rank.,0,0,31,apprehended,apprehended,apprehended,apprehended,apprehended,arrested,arrested,arrested,arrested,arrested,arrested,arrested,arrested,arrested,arrested,arrested,arrested,arrested,arrested,arrested,arrested,captured,captured,caught,interviewed,nabbed,reported,seen stealing a loaf of bread,subdued,sudued,tackled,,,
3,new.high,5,4,95,new,high,g,55,d,The theif,recognized,which,lieutenant,the,officer,had,promoted,to a higher rank.,5,0.166666667,30,a problem with,assaulted,berated,bribed,called,called,chosen to be an undercover officer. ,demoted,influenced,killed,praised,praised,promoted,promoted,promoted,promoted,promoted,reported  to,reported to,reported to,spoken to,suspected,talk to him,talked to,talked to,to speak with,warned him about,worked with,worked with,worked with,,,,
4,new.low,5,3,95,new,low,b,55,c,The lieutenant,recognized,which,thief,the,officer,had,promoted,to a higher rank.,0,0,32,apprehended,arrested,arrested,arrested,arrested,arrested,arrested,arrested,arrested,arrested,arrested,arrested,arrested,arrested,arrested,arrested,arrested,been victim of,captured,captured,caught,caught,caught,caught,confiscated,identified,identified,identified,identified,in custody,jailed,seen,,
1,old.high,1,3,96,old,high,g,56,b,The politician,forgot,which,voter,the,senator,had,bribed,to help him win.,5,0.15625,32,acquired,admonished,appealed to,asked,bought,bribed,bribed,bribed,bribed,bribed,cast,chosen,dismissed,endorsed,exalted,greeted,helped,hugged,killed,liked,mentioned,met,paid,paid off,questioned,scolded,spoken with,talked about,talked about,wanted him to meet with,won,written to,,
2,old.low,1,4,96,old,low,b,56,a,The politician,forgot,which,intern,the,senator,had,bribed,to help him win.,0,0,30,an affair with,an affair with,an affair with,an affair with,asked him to hire,dated,disgraced,fooled around with,had an affair with,hired,hired,hired,hired,hired,hired,hired,hired,let go,mentioned,mentioned,picked,praised,recommended ,requested,said was helpful,selected,slept with,slept with,slept with,working,,,,
3,new.high,1,1,96,new,high,g,56,d,The intern,forgot,which,voter,the,senator,had,bribed,to help him win.,2,0.064516129,31,angered,annoyed,asked to see,asked to see,bribed,bribed,contacted,deceived. ,had sexual relations with,hired,made a promise to,met,met,met,paid off,personally thanked,picked,picked,promised lunch to,reached out to,scheduled to have lunch with,shaken hands with,sided with,singled out,spoken to,spoken with,spoken with,suggested,upset,wanted to speak with,yelled at,,,
4,new.low,1,2,96,new,low,b,56,c,The voter ,forgot,which,intern,the,senator,had,bribed,to help him win.,0,0,30,advised him to speak with,an affair with,an affair with,argued with,assaulted,called,dated,endorsed,fired,fired,hired,hired,hired,hired,hired,hired,hired as his assistant,laid,liked,liked,liked the most,molested,picked for the job,praised,screwed,slept with,slept with,slept with,slept with. ,worked for ,,,,
1,old.high,2,1,97,old,high,g,57,a,The priest,mentioned,which,nonbeliever,the,nun,had,converted,at the church.,10,0.3125,32,accosted,advised,an affair,chastised ,converted,converted,converted,converted,converted,converted,converted,converted,converted,converted,convinced,counseled,enlightened,excommunicated,prayed for,prayed for,prayed over,reprimanded,shunned,shunned,shunned,shunned,shunned,slapped,slept with,spoken to,spoken with,talked to,,
2,old.low,2,2,97,old,low,b,57,b,The priest,mentioned,which,archbishop,the,nun,had,converted,at the church.,0,0,30,a secret affair with. ,accused,accused,accused,appointed,been seeing ,been sleeping with,blessed,collaborated with,confessed to,disobeyed,hated for years,implicated,kissed,known,liked,met,met with,prayed with,questions about,reported,seen,serviced,sex with,spoken to,the bible,thought was in a bad position,worked for,worked with,worked with,,,,
3,new.high,2,3,97,new,high,g,57,c,The archbishop,mentioned,which,nonbeliever,the,nun,had,converted,at the church.,8,0.258064516,31,a friendship with,accousted,been accosted by,blessed,converted,converted,converted,converted,converted,converted,converted,converted,converted ,counseled,disciplined,do a billion hail marys,exposed,picked,relations with,saved,saved,saved,scolded,served,shunned,singled out,spoken with,talked to,tried to convert,tried to reform,words with,,,
4,new.low,2,4,97,new,low,b,57,d,The nonbeliever,mentioned,which,archbishop,the,nun,had,converted,at the church.,0,0,30,a crush on,accompanied,accused,attacked,believed,blessed,confronted,denounced,dreamed of,endeared,followed,fooled around with,liked,loved,mentioned,met,praised,praised,recommended,run in to,scolded,served,served under,served with,slept with,slept with,slept with,talked to,talked with,talked with,,,,
1,old.high,3,3,98,old,high,g,58,a,The priestess,named,which,warrior,the,deity,had,blessed,during the prayer ceremony.,3,0.1,30,been placed on,blessed,blessed,blessed,chosen,chosen,chosen,chosen,chosen,congratulated,cursed,endorsed,foresworn,fought,fulfilled,helped,helped,honored,killed,murdered,named as their savior,picked,praised,praised,prayed to,shamed,spoken to,struck down in his prime,talked to,worshiped,,,,
2,old.low,3,4,98,old,low,b,58,b,The priestess,named,which,infidel,the,deity,had,blessed,during the prayer ceremony.,0,0,31,accused her of this hideous accusation,accused of heresy,asked to be sacrificed,betrayed,cast out,chosen,chosen,chosen,chosen,chosen for death,condemmed,converted,cursed,damned,excommunicated,excommunicated,forsaken,imprisoned,killed,proclaimed,recommended,seen,seen,smitten,smitten,spoken to in a dream,struck down,summoned,supported,targeted,worshipped,,,
3,new.high,3,2,98,new,high,g,58,c,The infidel,named,which,warrior,the,deity,had,blessed,during the prayer ceremony.,4,0.133333333,30,appeared to in a dream,appointed,banished,blessed,blessed,blessed,blessed,chosen,chosen,chosen,defeated,defeated ,destroyed,disowned,empowered,enlisted the help of,helped,killed,killed,looked over,observed,prayed to,protected,protected,sacrificed,selected,slain,slain,smote,to serve under,,,,
4,new.low,3,1,98,new,low,b,58,d,The warrior,named,which,infidel,the,deity,had,blessed,during the prayer ceremony.,1,0.03125,32,banished,beheaded,blessed,chosen,chosen,condemned,counseled,crushed,cursed,cursed,forsook,found,indicated,killed,killed,killed,named,prophesized,punished,punished,put down,set a bounty on,smote,smote,smote,smoted,spoken of,stiken,struck down,struck down,violated,zapped,,
1,old.high,4,1,99,old,high,g,59,b,The principal,forgot,which,parent,the,teacher,had,called,to meet with.,7,0.233333333,30,called,called,called,called,called,called,called,called a helicopter mom,chastized,complained about,contacted,helped,helped,mentioned,met with,notified,praised,problems with,requested a meeting with,seen yesterday,selected,spoken to,spoken to,talked to,talked to,talked to,taught,told to come in,troubles controlling,yelled at,,,,
2,old.low,4,2,99,old,low,b,59,a,The principal,forgot,which,student,the,teacher,had,called,to meet with.,0,0,31,applauded,cursed at,disciplined,disciplined. ,dismissed,expelled,given detention,given detention to,mentioned,praised,problems with,punished,punished,punished,punished,punished,punished,put in detention,recommended,recommended for advanced placement,scolded,seen,sent,sent,sent to detention,sent to his office,sent to his office,sent to the office,sent to the office,slapped,taught,,,
3,new.high,4,4,99,new,high,g,59,d,The student,forgot,which,parent,the,teacher,had,called,to meet with.,6,0.2,30,a meeting with. ,asked to speak with,called,called,called,called,called,called,called that morning,consulted,gave him advice,invited,met,seen,seen,seen,sent the report card to,spoke with,spoke with during the conference,spoken to,spoken to on the phone,spoken with,spoken with,talked to,talked to,talked to,talked to,talked to,talked with,to know,,,,
4,new.low,4,3,99,new,low,b,59,c,The parent,forgot,which,student,the,teacher,had,called,to meet with.,1,0.03125,32,bullied,called,chastised ,chosen,disliked,ejected,failed,failed,failed,failed,favored,fingered,given the project to,held in detention,lectured,liked,mentioned,mentioned,mentioned,praised,praised,recommended,said did well,said to pick up,scolded,spoken of,spoken to,struck,taught,that day,written about,yelled at,,
1,old.high,5,4,100,old,high,g,62,a,The reviewer,criticized,which,researchers,the,authors,had,cited,in their paper.,7,0.233333333,30,angered,been friends with,chosen,chosen,chosen for help with their book,cited,cited,cited,cited,cited,cited,cited in their primary sources,consulted,documented,given a bad review,issues with,picked,quoted,quoted,quoted,referenced,sited,used,used,used,used,used,used,written about,written about,,,,
2,old.low,5,3,100,old,low,b,62,b,The reviewer,criticized,which,participants,the,authors,had,cited,in their paper.,0,0,31,allowed to sit in,chosen,chosen,chosen,chosen to edit his book,credited,defamed,disliked,elected,excluded,given interviews to,identified,in their book,in their panel,included,included,mentioned,mentioned,paid,picked,read,recommended,reflected,selected,selected,signed books for,spoken with,used,used,written about,written about,,,
3,new.high,5,2,100,new,high,g,62,c,The participants ,criticized,which,researchers,the,authors,had,cited,in their paper.,9,0.3,30,attributed,cited,cited,cited,cited,cited,cited,cited,cited,cited,denounced,gotten their information from,ignored,mentioned,ostracized,overlooked,praised,quoted,referenced,referenced,relied upon,researched ,selected,used,used,utilized,worked on it,worked with,written about,wrote about,,,,
4,new.low,5,1,100,new,low,b,62,d,The researchers ,criticized,which,participants,the,authors,had,cited,in their paper.,0,0,32,been affiliated with,chosen,chosen,chosen,chosen,diclosed,disagreed with,fabricated,favored,fought,greeted,included,included,included in the book,interviewed,interviewed,lied to,picked,praised,praised,quoted,scorned,selected,selected,selected,shunned,snubbed,used,used,used,written about,written about,,
1,old.high,1,2,101,old,high,g,63,b,The Roman,asked,which,god,the,gladiator,had,prayed,to before the battle.,4,0.133333333,30,admired,angered,battled,believed in,believed in,chosen,defeated,gone to war with,killed,pleased,prayed to,prayed to,prayed to,prayed to,prayed to,prayed to,represented,sacrificed to,slayed,slayed ,to serve under,worshiped,worshiped,worshipped,worshipped,worshipped,worshipped,worshipped,worshipped,worshipped,,,,
2,old.low,1,1,101,old,low,b,63,a,The Roman,asked,which,adversary,the,gladiator,had,prayed,to before the battle.,0,0,31,battled,beat,beaten,beaten,bested,challenged,chosen to fight,conquered,defeated,defeated,defeated,defeated,defeated,fought,fought,fought,fought,fought,fought,fought,fought against,killed,killed,killed,killed,most feared,slain,slain,slain,vanquished,won against,,,
3,new.high,1,3,101,new,high,g,63,d,The adversary,asked,which,god,the,gladiator,had,prayed,to before the battle.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,new.low,1,4,101,new,low,b,63,c,The god,asked,which,adversary,the,gladiator,had,prayed,to before the battle.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,old.high,2,4,102,old,high,g,64,a,The screenwriter,clarified,which,viewers,the,director,had,targeted,with his movie.,6,0.2,30,been talking about,been targetting,been trying to impress,employed,enraged,for his new movie,hoped to reach out to,hoped would watch his movie,in mind,in mind,intended to target,kept in mind,met,neglected ,offended,reached,shown,shown the film to,talked about,talked with,targeted,targeted,targeted,targeted,targeted,targeted,tried to please,wanted,wanted to reach,worked,,,,
2,old.low,2,3,102,old,low,b,64,b,The screenwriter,clarified,which,producers,the,director,had,targeted,with his movie.,0,0,32,appointed,chosen,chosen,chosen,chosen,chosen,collaborated with,communicated with,consulted,enlisted,fired,fired,funded,goen through,hired,hired,hired,hired,in mind,purchased,selected,sold to,spoken with,taken on,talked with,used,worked for,worked with,worked with,worked with,worked with,worked with before,,
3,new.high,2,1,102,new,high,g,64,c,The producer ,clarified,which,viewers,the,director,had,targeted,with his movie.,4,0.133333333,30,aimed for this season,aimed their movie towards,alienated,appealed to,called out,captured,chosen,chosen,chosen as extras,chosen as the key demographic. ,considered,in mind,in mind ,intended the movie for,intended to watch their movie,invited,offended,offended,quit,seen,selected,spoken with,talked to,talked to last week,targeted,targeted,targeted,targeted,visited,wanted,,,,
4,new.low,2,2,102,new,low,b,64,d,The viewers,clarified,which,producers,the,director,had,targeted,with his movie.,0,0,31,angered,brought on,chosen,chosen for his movie,chosen for the film,chosen to direct the movie,considered for the new film,cut,fired,fired,given bonuses to,hired,hired,hired,let go,picked,picked,pissed off,put in charge,seen,spoke to,talked to,thanked,to appease,used,worked with,worked with,worked with,worked with,worked with,worked with previously,,,
1,old.high,3,2,103,old,high,g,65,a,The scribe,recorded,which,loyalists,the,monarch,had,rewarded,with a casket of jewels.,7,0.21875,32,arrested,associations with,blessed,chosen,entertained,executed,feared,gained,given fifedoms to,hated,indicted,kept,loved,pardonned,praised,praised,promoted,promoted,rewarded,rewarded,rewarded,rewarded,rewarded,rewarded,rewarded,sentenced,spoken to,spoken with,trusted,trusted,welcomed,won,,
2,old.low,3,1,103,old,low,b,65,b,The scribe,recorded,which,rebels,the,monarch,had,rewarded,with a casket of jewels.,0,0,30,beheaded,captured ,confined,declared war against,defeated,disapproved of,excommunicated,executed,executed,executed,executed,executed,executed,executed,executed. ,freed,gone to,killed,killed,needed to fight,pardoned ,publicly executed,punished,put down,put to death,reada,slaughtered,supported,the most trust in,upset,,,,
3,new.high,3,4,103,new,high,g,65,c,The rebels,recorded,which,loyalists,the,monarch,had,rewarded,with a casket of jewels.,3,0.096774194,31,aided,assasinated,bribed,captured,denounced,destroyed,executed,favored,favored,given special privledges to,granted land to,granted new land,killed,killed,knighted,pardoned,praised,preferred,promoted,punished,rescued,respect for,rewarded,rewarded,rewarded,signaled out,spoken with,supported,supported,supported ,under their thumb,,,
4,new.low,3,3,103,new,low,b,65,d,The loyalists,recorded,which,rebels,the,monarch,had,rewarded,with a casket of jewels.,0,0,30,arrested,banished,banished,banned,captured,captured,discovered,executed,executed,exiled,exiled,exiled,found,imprisoned,imprisoned,imprisoned ,killed,killed,killed,killed,ordered them to kill,punished,put down,put in jail,put into jail,secretly liked,struck down,supported ,thrown in the dungeon,to punish,,,,
1,old.high,4,3,104,old,high,g,67,a,The secretary,confirmed,which,illustrator,the,author,had,used,for her book.,3,0.096774194,31,admired,chosen,chosen,chosen,chosen,chosen,chosen,chosen,chosen,chosen,chosen,chosen,chosen,chosen,chosen to work on his book,hired,hired,hired,hired on,in mind,liked,liked,picked,recommended,specified for the new edition,teamed up with,used,used,used,wanted to work with,worked with,,,
2,old.low,4,4,104,old,low,b,67,b,The secretary,confirmed,which,readers,the,author,had,used,for her book.,0,0,30,been catering to,contacted,gained,ignored,impressed,in mind,in mind,met,met,met,met,met,personally responded to,received letters from,referred to,replied to,requested,selected,sutographed books for,targeted,targeted,targeted,targeted,to please,written,written about,written for,written to,written to,wrote,,,,
3,new.high,4,1,104,new,high,g,67,c,The reader,confirmed,which,illustrator,the,author,had,used,for her book.,9,0.28125,32,chosen,chosen,chosen,chosen,chosen,collaborated,collaborated with,commissioned,hired,hired,hired,hired,hired,liked best,picked,picked,quoted,selected,selected,taken,teamed up with,used,used,used,used,used,used,used,used,used,worked with,written for,,
4,new.low,4,2,104,new,low,b,67,d,The illustrator ,confirmed,which,readers,the,author,had,used,for her book.,0,0,30,appreciated,as his fans,called,choosen to win,chosen,chosen as the key demographic. ,consulted,described,done their work for,emailed,given autographs to,in mind,in mind,in mind,intended,intended to write for,interviewed,liked most,listened to,meant the story for,met with,paid off,reached,read,selected,sent autographs to,signed books for,spoken to,spoken with,touched,,,,
1,old.high,5,1,105,old,high,g,68,a,The secretary,knew,which,manager,the,CEO,had,promoted,in his company.,6,0.2,30,an affair with,bad feelings about,fired,fired,fired,fired,fired,fired,fired,fired,given the raise,gotten rid of,hired,hired,hired,hired before anyone else knew,promoted,promoted,promoted,promoted,promoted,promoted ,recommended for promotion,slept with,slept with,slept with,talked about,talked with,transferred ,up for promotion,,,,
2,old.low,5,2,105,old,low,b,68,b,The secretary,knew,which,investor,the,CEO,had,promoted,in his company.,0,0,32,bought off,bribed,called,cheated,chosen,chosen,chosen,chosen,conned,courted,disapproved of,duped,fired,hired,hired,hired,invested in,invited,preferred,promised favors,promised money to,punched,secret business with,solicited a bribe from,spoken of,spoken with,supported,swindled ,talked to,talked to,thanked,used in the past,,
3,new.high,5,3,105,new,high,g,68,c,The investor ,knew,which,manager,the,CEO,had,promoted,in his company.,6,0.2,30,argued with that night,cheated,chosen,chosen,chosen for advice,entrusted,fired,fired,fired,fired,fired,fired,fired,fired,hired,hired,hired,interviewed,promoted,promoted,promoted,promoted,promoted,promoted unfairly,promoted. ,slept with,suspected,terminated,to let go,yelled at,,,,
4,new.low,5,4,105,new,low,b,68,d,The manager,knew,which,investor,the,CEO,had,promoted,in his company.,0,0,31,a good education,cheated,cheated,chosen,chosen,dated,defrauded,emailed,from evidence,given inside information,helped,helped,helped,in mind,invest,invited out for drinks,landed,lied to,lost,provided information to,recommended most,referenced,rejected,selected,selected,sent a birthday card to,spoken with,swindled,the most experience with,to impress,wanted to be kicked off the board of directors,,,
1,old.high,1,3,106,old,high,g,69,a,The sentry,knew,which,guard,the,captain,had,promoted,to a more important position.,4,0.125,32,appointed,dismissed,dismissed,dismissed,fired,fired,fired,fired,hanged,hired,honored,identified,killed,killed,killed,mistrusted,picked,placed,posted,promoted,promoted,promoted,promoted,repositioned,reprimanded,to watch,trusted,wanted,wanted on watch,watched,yelled at,yelled at,,
2,old.low,1,4,106,old,low,b,69,b,The sentry,knew,which,townsperson,the,captain,had,promoted,to a more important position.,0,0,30,alerted,arrested,arrested,arrested,been following,been friends with,blamed,called,captured,detained,escorted,expelled,followed,hired,hired,hired as his aid,his eyes on,killed. ,made his righthand man,murdered,planned to chase out of the area,pointed out,punished,punished,recruited,reprimanded,shot,spotted,suspected,witnessed,,,,
3,new.high,1,2,106,new,high,g,69,c,The townsperson,knew,which,guard,the,captain,had,promoted,to a more important position.,9,0.290322581,31,a gun,chosen,chosen,court-martialed,disciplined,eliminated,favored,favored,fired,hired,hired,hired,left the key with,on duty,on his team,picked to guard the sailboat,posted as sentry,praised,promoted,promoted,promoted,promoted,promoted,promoted,promoted,promoted,promoted,reprimanded,selected,spoken to,taken orders from,,,
4,new.low,1,1,106,new,low,b,69,d,The guard,knew,which,townsperson,the,captain,had,promoted,to a more important position.,0,0,30,arrested,arrested,arrested,arrested,arrested,arrested,befriended,found,hired,hired,insulted,just hired,killed,let in,married,married,ordered to leave,poisoned,protected,questioned,questioned,recruited,requested to speak with,seen,selected,shanghai'd,spoken to,suspected of thievery,talked to,talking,,,,
1,old.high,2,1,107,old,high,g,70,a,The snoop,determined,which,bouncher,the,alcoholic,had,hit,during a drunken rage.,2,0.066666667,30,assaulted,attacked,blinded,bribed,called,criticized,drank,drank,drunk ,enjoyed most,fought,fought,fought with,fought with,found,gotten thrown out by,hit,hit,persuaded,provoked,punched,punched,ruined,scuffled with,seen,shoved,spilled,struck,thrown up on,trashed,,,,
2,old.low,2,2,107,old,low,b,70,b,The snoop,determined,which,psychologist,the,alcoholic,had,hit,during a drunken rage.,0,0,31,asked help from,attended,been assigned to,been seeing,been seeing,been seeing,been to,beer with,cheated,confided in,confided in,confided in,gone to see,murmered,picked,receiving therapy from,seen,seen,seen,seen,seen,sought out,spoken to,spoken with,talked to,talked to,used,visited,visited,visited,visited,,,
3,new.high,2,4,107,new,high,g,70,c,The psychologist ,determined,which,bouncer,the,alcoholic,had,hit,during a drunken rage.,4,0.133333333,30,a problem with,beat,beaten,been afraid of,been beaten by,been ejected by,been thrown out by,befriended,comfronted,fought,fought with,gotten into a fight with,hit,hit,hit,hit,known,punched,punched,punched,punched,run into,run into at the club,slapped,swindled,taunted,taunted,threw up on,to apologize to as part of his twelve-step program,visiting,,,,
4,new.low,2,3,107,new,low,b,70,d,The bouncer,determined,which,psychologist,the,alcoholic,had,hit,during a drunken rage.,0,0,32,accosted,an appointment with,attacked,been embarrased by,been seeing,chosen,chosen,cited,drunk,frequented,hired,lied to,punched,seen,seen,seen,seen,seen,seen,seen,seen,seen,seen,seen,seen,seen,seen,swung at,visited,visited,visited,went to,,
1,old.high,3,4,108,old,high,g,71,b,The spectator,remembered,which,batter,the,catcher,had,tagged,out during the first half.,4,0.133333333,30,a bad relationship with,argued with,beat,caught,caught balls for,caught for,caught stealing,disliked,fought,fought with,fought with,goaded,hit,hit,hit,hit in the face,knocked out,played with,played with,played with,punched,tagged,tagged out,tagged out,tagged out,tagged out,talked to,thrown to,tricked,tripped,,,,
2,old.low,3,3,108,old,low,b,71,a,The spectator,remembered,which,pitcher,the,catcher,had,tagged,out during the first half.,0,0,31,a fight with,a problem with,bumped into,caught,caught,caught a perfect game for,caught for that day,caught the previous day,chosen,fought,helped,hit the home run,liked best,outed,picked,played with,preferred,saved,scolded,signalled,signalled,struck,tackled,the ball thrown,thrown the ball,thrown the ball back to,to strike out,trained with,upset,worked best with,yelled at,,,
3,new.high,3,2,108,new,high,g,71,d,The pitcher,remembered,which,batter,the,catcher,had,tagged,out during the first half.,4,0.133333333,30,a fight with last game,argued with,been on the same team with ,called out,caught,fought with,fought with,fought with. ,hit,hit,intentionally kicked in the ankles,mocked,signaled,signaled,signalled,striked out,struck out,struck out,struck out,struck out,struck out,struck out ,tagged,tagged,tagged,tagged out,talked abou,taunted,thrown out,thrown to,,,,
4,new.low,3,1,108,new,low,b,71,c,The batter,remembered,which,pitcher,the,catcher,had,tagged,out during the first half.,0,0,32,argued with,caught,caught for previously,chosen,feared,fooled,fought,fought,hated,hated,helped,hit,hit,hit,indicated,introduced him to,liked,mentioned,noticed earlier,outed,played with,played with,played with,preferred,read,replaced,signaled,signaled ,thrown to,trained with,used,used,,
1,old.high,4,2,109,old,high,g,72,a,The stenographer,recorded,which,defendant,the,judge,had,sentenced,in the trial.,6,0.2,30,appointed ,called,called to the witness stand,called upon,chastised,convicted,declared guilty,found guilty,found guilty,found guilty,found guilty,heard,listened to,on the stand,overruled,pardoned,pointed to,pointed to,proved,proven guilty,reprimanded,reprimanded ,ridiculed ,ruled against,sentenced,sentenced,sentenced,sentenced,sentenced,sentenced,,,,
2,old.low,4,1,109,old,low,b,72,b,The stenographer,recorded,which,lawyer,the,judge,had,sentenced,in the trial.,1,0.03125,32,addressed,admonished,admonished,appointed,assigned,chastised,chastized,chosen,disagreed with,favored,fined,hired,lied,liked,questioned,quoted,removed,removed,reprimanded,reprimanded,reprimanded,ruled against,sanctioned,sanctioned,scolded,scolded,seen,sentenced,spoken to,thrown out of court,worked with,yelled at,,
3,new.high,4,3,109,new,high,g,72,c,The laywer,recorded,which,defendant,the,judge,had,sentenced,in the trial.,7,0.233333333,30,aquitted,been the worst on,chosen to testify ,convicted,declared guilty. ,declared in his verdict,disliked,dismissed the case against,held in contempt,incarcerated,jailed,questioned,released,reprimanded ,ruled against,scolded,sentenced,sentenced,sentenced,sentenced,sentenced,sentenced,sentenced,sentenced to life,set free,spoken to,thrown in jail,wrongfully found guilty,yelled at,yelled at,,,,
4,new.low,4,4,109,new,low,b,72,d,The defendent,recorded,which,lawyer,the,judge,had,sentenced,in the trial.,0,0,31,appointed,appointed to him,apprehended,approved,argued with,assigned,assigned to him,believed,called to the bench,censured,censured,charged with contempt,chosen,chosen,come down hard on,dibarred,ejected,ejected,favored,held in contempt,held in contempt of court,known,lambasted,picked,punished,reprimanded,scolded,selected,spoke with,spoken to,spoken to,,,
1,old.high,5,4,110,old,high,g,78,b,The woman,indicated,which,bicyclist,the,driver,had,struck,with his car.,2,0.064516129,31,an accident with,crashed into,cut off,doored,hit,hit,hit,hit,hit,hit,hit,hit,hit,hit,hit,hit,hit,hit,hit,hit,hit,hit,hit,hit with his car,hit with his car,killed,nearly hit,ran over,run down,struck,struck,,,
2,old.low,5,3,110,old,low,b,78,a,The woman,indicated,which,passenger,the,driver,had,struck,with his car.,0,0,30,assaulted,been drinking,been talking to,chauffered,driven,driven,driven with,fought with,given a ride,given a ride to,hit,ignored,ignored,in the back seat,killed,killed,let off,let on for free,married,not collected money from,put off the bus,put on their seat belt ,refused,seen,slept with. ,struck,talked to,thrown out,yelled at,yelled at,,,,
3,new.high,5,1,110,new,high,g,78,d,The passenger,indicated,which,bicyclist,the,driver,had,struck,with his car.,7,0.21875,32,crashed,cut off,hit,hit,hit,hit,hit,hit,hit,hit,hit,hit,hit,hit,hit,hit,hit,hit,hit,hit,hit,hit,seen,sideswiped,struck,struck,struck,struck,struck,struck,struck,to avoid hitting,,
4,new.low,5,2,110,new,low,b,78,c,The bicyclist,indicated,which,passenger,the,driver,had,struck,with his car.,0,0,30,assualted,been riding with,been speaking with when the accident occurred,been with,clipped,delivered,driven,drove,ejected,hit,hit,hit,hit,hit,hit,hit,hugged,in the car,injured,laughed at,left at the bus stop,missed,picked up,punched,ran into,run over,run over,slapped,slapped,stopped,,,,
